appendix,decision,page,stt,medicine_name,active_ingredient,dosage_form,packaging,standard,shelf_life_months,registration_number,previous_registration_number,renewal_count
Phụ lục I,Cấp giấy đăng ký lưu hành,40,233,Grandaxin 50 mg,Tofisopam 50mg,Viên nén,Hộp 2 vỉ x 10 viên; hộp 6 vỉ x 10 viên,NSX,36,599110069226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,40,234,Xiltess 10 mg,Rivaroxaban 10mg,Viên nén bao phim,Hộp 1 vỉ x 14 viên; hộp 2 vỉ x 14 viên; hộp 4 vỉ x 14 viên; hộp 7 vỉ x 14 viên; hộp 1 vỉ x 10 viên; hộp 3 vỉ x 10 viên; hộp 10 vỉ x 10 viên,NSX,36,599110069326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,40,235,Xiltess 15 mg,Rivaroxaban 15mg,Viên nén bao phim,Hộp 1 vỉ x 14 viên; Hộp 2 vỉ x 14 viên; Hộp 3 vỉ x 14 viên; Hộp 4 vỉ x 14 viên; Hộp 7 vỉ x 14 viên; Hộp 1 vỉ x 10 viên; Hộp 10 vỉ x 10 viên,NSX,36,599110069426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,41,236,Xiltess 20 mg,Rivaroxaban 20mg,Viên nén bao phim,Hộp 1 vỉ x 14 viên; Hộp 2 vỉ x 14 viên; Hộp 4 vỉ x 14 viên; Hộp 7 vỉ x 14 viên; Hộp 1 vỉ x 10 viên; Hộp 10 vỉ x 10 viên,NSX,36,599110069526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,41,237,Clomifene Egis,Clomifene citrate 50mg,Viên nén,Hộp 1 vỉ x 10 viên,NSX,60,599110069626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,41,238,Curbose 100 mg,Acarbose 100mg,Viên nén không bao,Hộp 10 vỉ x 10 viên,NSX,24,890110069726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,41,239,Curbose 50 mg,Acarbose 50mg,Viên nén không bao,Hộp 10 vỉ x 10 viên,NSX,24,890110069826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,41,240,Maxinum 8 mg Tablets,Bromhexine hydrochloride 8mg,Viên nén,Hộp 10 vỉ x 10 viên,NSX,36,594100069926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,41,241,Piracetam Helcor 400 mg,Piracetam 400mg,Viên nén bao phim,"Hộp, 10 vỉ x 10 viên",NSX,48,594110070026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,41,242,Piracetam Helcor 800 mg,Piracetam 800mg,Viên nén bao phim,"Hộp, 10 vỉ x 10 viên",NSX,48,594110070126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,42,243,Eurolivo 500,"Levofloxacin (dưới dạng Levofloxacin hemihydrate 512,44mg) 500mg",Viên nén bao phim,Hộp 1 vỉ x 10 viên,USP hiện hành,24,894115070226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,42,244,Empiget Tablets 25mg,Empagliflozin 25mg,Viên nén bao phim,Hộp 2 vỉ x 7 viên,NSX,24,896110070326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,42,245,Fexet Tablets 120mg,Fexofenadin HCl 120mg,Viên nén bao phim,Hộp 2 vỉ x 10 viên,BP hiện hành,36,896100070426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,42,246,Fexet Tablets 180mg,Fexofenadin HCl 180mg,Viên nén bao phim,Hộp 2 vỉ x 10 viên,BP hiện hành,36,896100070526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,42,247,Getmoxy IV Infusion 400mg/250ml,Moxifloxacin (dưới dạng moxifloxacin hydroclorid) 400mg/250ml,Dung dịch tiêm truyền,"Hộp 1 lọ 250ml, 1 vòng treo chai dịch truyền",NSX,24,896115070626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,42,248,Dermovate cream,"Clobetasol Propionate 0,05% (w/w)",Kem bôi ngoài da,Hộp 1 tuýp 15g,NSX,24,590110070726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,42,249,Lamictal 100mg,Lamotrigine 100mg,Viên neń,Hộp 3 vỉ x 10 viên,NSX,36,590110070826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,42,250,Saferon,Phức hợp Sắt (III) Hydroxide Polymaltose tương đương Sắt nguyên tố 50mg/ml,Dung dịch uống dạng nhỏ giọt,Hộp 1 lọ x 15ml,NSX,30,890110070926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,43,251,Asbidox-200 Tablets,Doxycycline monohydrate Tương đương Anhydrous Doxycycline 200mg,Viên nén không bao,Hộp chứa 1 vỉ x 8 viên,NSX,36,890110071026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,43,252,Levetiracetam Injection 500mg,Levetiracetam 500mg/5ml,Dung dịch pha tiêm,Hộp 10 Lọ,NSX,24,890110071126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,43,253,Langenix 15 mg,Lansoprazole 15mg,Viên nang cứng chứa pellet bao tan trong ruột,Hộp 4 vỉ x 7 viên; hộp 3 vỉ x 7 viên,NSX,36,890110071226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,43,254,Langenix 30 mg,Lansoprazole 30mg,Viên nang cứng chứa pellet bao tan trong ruột,Hộp 4 vỉ x 7 viên; hộp 3 vỉ x 7 viên,NSX,36,890110071326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,43,255,Valovir-500,Valaciclovir (dưới dạng Valaciclovir hydrochloride 556mg) 500mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,36,890110071426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,43,256,Apixtra 2.5,"Apixaban 2,5mg",Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110071526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,43,257,Erlonib 150,"Erlotinib (dưới dạng Erlotinib Hydrochloride 163,9mg) 150mg",Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890114071626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,43,258,Erlonib 25,Erlotinib (dưới dạng Erlotinib Hydrochloride) 25mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890114071726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,44,259,Pemetrexed for injection 100mg,"Mỗi lọ chứa Pemetrexed disodium 2,5 hydrate tương đương Pemetrexed 100mg",Thuốc tiêm đông khô,Hộp 1 lọ,NSX,24,890114071826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,44,260,Pemetrexed for injection 500mg,"Mỗi lọ chứa Pemetrexed disodium 2,5 hydrate tương đương Pemetrexed 500mg",Thuốc tiêm đông khô,Hộp 1 lọ,NSX,24,890114071926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,44,261,Benzom 3.5 (Bortezomib for Injection 3.5mg/vial ),"Bortezomib 3,5mg",Bột pha tiêm,Hộp 1 lọ,NSX,36,890114072026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,44,262,Vorile,Voriconazole 200mg,Bột đông khô pha tiêm,Hộp 1 lọ,NSX,24,890110072126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,44,263,Prega 150,Pregabalin 150mg,Viên nang cứng,Hộp 3 vỉ x 10 viên,NSX,24,890110072226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,44,264,Liposic Eye Gel,Carbomer 2mg/g,Gel tra mắt,Hộp 1 Tuýp x 10 gam,NSX,36,400100072326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,44,265,Kemira 28.5,"Candesartan cilexetil 16mg, Hydroclorothiazid 12,5mg",Viên nén không bao,Hộp 4 vỉ x 14 viên,NSX,36,560110072426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,45,266,Misarven A 80/10,"Telmisartan 80mg, Amlodipine Besilate 13,88mg tương đương Amlodipine 10mg",Viên nén,Hộp 3 vỉ x 10 viên,USP hiện hành,36,890110072526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,45,267,Misarven A 80/5,"Telmisartan 80mg, Amlodipine Besilate 6,94mg tương đương Amlodipine 5mg",Viên nén,Hộp 3 vỉ x 10 viên,USP hiện hành,36,890110072626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,45,268,Nufadip 10,Felodipine 10mg,Viên nén giải phóng kéo dài,Hộp 3 vỉ x 10 viên,USP hiện hành,36,890110072726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,45,269,Feronock 90,Deferasirox 90mg,Viên nén bao phim,Hộp 5 vỉ x 10 viên,NSX,24,890110072826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,45,270,Feronock 180,Deferasirox 180mg,Viên nén bao phim,Hộp 5 vỉ x 10 viên,NSX,24,890110072926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,45,271,Feronock 360,Deferasirox 360mg,Viên nén bao phim,Hộp 5 vỉ x 10 viên,NSX,24,890110073026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,45,272,I.P.CYL Forte,Gabapentin 300mg,Viên nang cứng,"Hộp 6 vỉ x 10 viên, Hộp 3 vỉ x 20 viên",NSX,24,560110073126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,46,273,Livalo Tablets 4mg,"Pitavastatin calci hydrat (tương đương Pitavastatin calci 4,0mg) 4,4mg",Viên nén bao phim,Hộp 3 vỉ x 10 viên,JP hiện hành,36,499110073226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,46,274,Bactopic,Mupirocin (đóng dư 10% tương đương 22mg) 20mg,Thuốc mỡ,Hộp 1 Tuýp x 15 gam,NSX,24,890100073326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,46,275,Lipohexu,Thioctic acid 25mg/5ml,Dung dịch tiêm,Hộp 10 ống x 5ml,NSX,48,471110073426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,46,276,Truzoma Capsules 100mg,Temozolomide 100mg,Viên nang cứng,Hộp 5 gói x 1 viên,NSX,24,471114073526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,46,277,Abiraterone acetate 250mg,Abiraterone acetate 250mg,Viên nén bao phim,"Hộp 12 vỉ x 10 viên, Vỉ Aluminium- OPA/Alu/P VC hoặc Vỉ Aluminium- PVC/PE/PV DC",NSX,36,529114073626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,46,278,Abiraterone acetate 500mg,Abiraterone acetate 500mg,Viên nén bao phim,"Hộp 6 vỉ x 10 viên, Vỉ Aluminium- OPA/Alu/P VC hoặc Vỉ Aluminium- PVC/PE/PV DC",NSX,36,529114073726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,47,279,Omnitan 50,Losartan Kali 50mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110073826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,47,280,Atormac 20,Atorvastatin (dưới dạng Atorvastatin Calcium) 20mg,Viên nén bao phim,Hộp 10 vỉ x 10 viên,NSX,24,890110073926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,47,281,Macriate 10,Rabeprazol natri 10mg,Viên nén bao tan trong ruột,Hộp 3 vỉ x 10 viên,NSX,24,890110074026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,47,282,Kyung Dong Cefoperazone Inj. 1g,Cefoperazone (dưới dạng Cefoperazone Sodium) 1g,Bột pha tiêm,Hộp 10 lọ,USP 43,24,880110074126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,47,283,Avarino,Simethicon 300mg; Alverin citrat 60mg,Viên nang mềm,"Hộp 3 vỉ x 10 viên; Hộp 5 vỉ x 10 viên; Hộp 5 vỉ x 10 viên, mỗi vỉ được đựng trong 1 bao vỉ",NSX,24,885100074226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,47,284,Glycomet – GP2,"Metformin hydroclorid 500mg, Glimepirid 2mg",Viên nén bao phim giải phóng kéo dài,Hộp 3 vỉ x 10 viên,NSX,24,890110074326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,48,285,Abacavir Sulfate and Lamivudine Dispersible Tablets 60 mg/ 30 mg,"Abacavir 60mg, Lamivudine 30mg",Viên nén phân tán,Hộp 1 chai 60 viên,NSX,24,890110074426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,48,286,Cleansartan,"Valsartan 80mg, Hydrochlorothiazid 12,5mg",Viên nén bao phim,Hộp 3 vỉ x 10 viên,USP 42,24,890110074526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,48,287,Melosafe-7.5,"Meloxicam 7,5mg",Viên nén không bao,Hộp 10 vỉ x 10 viên,NSX,36,890110074626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,48,288,Cilnidipine Tablets 10 mg,Cilnidipine 10mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110074726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,48,289,Cilnidipine Tablets 5 mg,Cilnidipine 5mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110074826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,48,290,Nebilong-5,"Nebivolol Hydrochloride 5,56mg tương đương Nebivolol 5mg",Viên nén,Hộp 3 vỉ x 10 viên,NSX,36,890110074926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,48,291,Coxib-200,Celecoxib 200mg,Viên nang cứng,Hộp 3 vỉ x 10 viên,NSX,36,890110075026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,48,292,Linapride,Linagliptin 5mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110075126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,49,293,Empapride-25,Empagliflozin 25mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110075226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,49,294,Sitapride-100,Sitagliptin Phosphate (Monohydrate) Tương đương Sitagliptin 100mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110075326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,49,295,Sitapride-25,Sitagliptin Phosphate (Monohydrate) Tương đương Sitagliptin 25mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110075426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,49,296,Microtaf eye drops,"Tafluprost 0,015mg/ml",Dung dịch nhỏ mắt,"Hộp 2 túi x 5 ống 0,3ml",NSX,36,890110075526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,49,297,Avas - 20,Atorvastatin Calcium tương đương Atorvastatin 20mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,36,890110075626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,49,298,Cartisium Inj.,Mỗi ống tiêm (5ml) chứa levocarnitin 1g,Dung dịch tiêm,Hộp 10 ống,USP,36,880110075726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,49,299,Procetacaine Inj.,Mỗi ống tiêm (4ml) chứa bupivacain hydrochlorid khan 20mg,Dung dịch tiêm,Hộp 10 ống,USP,36,880114075826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,49,300,Erlonap-100,Erlotinib hydrochloride tương đương Erlotinib 100mg,Viên nén bao phim,Hộp 1 Chai x 30 Viên,NSX,24,890114075926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,50,301,Recal,"Alfacalcidol 0,25µg (mcg)",Viên nang mềm,Hộp chứa 3 vỉ x 10 viên,NSX,36,890110076026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,50,302,Omcapraz-O,"Omeprazole (dưới dạng Omeprazole sodium 42,52mg) 40mg",Bột đông khô pha tiêm,"Hộp 1 lọ, thuỷ tinh loại 1 + 1 ống dung môi nhựa chứa nước vô khuẩn pha tiêm 10ml",NSX,24,890110076126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,50,303,Voricom 200,Voriconazole 200mg,Viên nén bao phim,"Hộp 2 vỉ x 4 viên, Alu- Alu",NSX,24,894100076226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,50,304,Flucloxacillin Panpharma 1g,Flucloxacilin (Dưới dạng flucloxacilin natri) 1g,Bột pha dung dịch tiêm hoặc truyền,Hộp 25 lọ,NSX,24,300110076326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,50,305,Nasospray,Mometasone furoate 50mcg/lần xịt,Thuốc xịt mũi,Hộp 1 lọ 140 lần xịt,NSX,24,754100076426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,50,306,Berlontin 300,Gabapentin 300mg,Viên nang cứng,Hộp 10 vỉ x 10 viên,USP 43,24,885110076526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,51,307,Fleming,Amoxicillin (dưới dạng Amoxicillin Trihydrate) 875mg; Acid clavulanic (dưới dạng Potassium Clavulanate) 125mg,Viên nén bao phim,Hộp 1 vỉ x 10 viên; Hộp 10 vỉ x 10 viên,NSX,24,890110076626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,51,308,Solu-medrol,Methylprednisolone (dưới dạng methylprednisolone sodium succinate) 125mg,Bột đông khô pha tiêm,"Hộp, 25 lọ Act-O-Vial 2ml",NSX,36,001110076726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,51,309,Polinobex,Inosine pranobex 500mg,Viên nén,Hộp 3 vỉ x 10 viên; Hộp 5 vỉ x 10 viên,NSX,36,590110076826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,51,310,pms-Busulfan,Busulfan 6mg/ml,Dung dịch tiêm truyền,"Hộp 08 lọ, mỗi lọ 10ml",NSX,24,754110076926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,51,311,Plinda Cap. 150mg,Pregabalin 150mg,Viên nang cứng,"Hộp 03 vỉ x 10 viên, Vỉ Nhôm/PVC",NSX,36,880110077026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,51,312,Onglinex,"L-cystine 300mg, Pyridoxine hydrochloride 50mg",Viên nang cứng,"Hộp 18 vỉ x 10 viên, vỉ PVC-Alu",NSX,36,560100077126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,52,313,Mometasone,"Mometason furoat 0,05% (w/v) (mỗi nhát xịt chứa: Mometason furoat 50mcg)",Thuốc xịt mũi,Hộp 1 Lọ x 18ml (140 nhát xịt),NSX,24,880110077226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,52,314,Strepsils Sugar Free Lemon,"2,4-Dichlorobenzyl Alcohol 1,2mg, Amylmetacresol 0,6mg",Viên ngậm,Hộp 24 gói x 6 viên; hộp 2 vỉ x 12 viên,NSX,36,885100077326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,52,315,Ibrutinib Capsules 140 mg,Ibrutinib (dưới dạng Ibrutinib premix 210mg) 140mg,Viên nang cứng,Hộp 10 vỉ x 6 viên,NSX,24,890110077426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,52,316,Nilotinib Capsules 150 mg,Nilotinib 150mg,Viên nang cứng,Hộp 8 vỉ x 7 viên,NSX,24,890114077526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,52,317,Relisunib 50 mg,Sunitinib (dưới dạng Sunitinib malate) 50mg,Viên nang cứng,"Hộp 1 chai x 28 viên, chai HDPE",NSX,24,890114077626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,53,318,Rivein-15,Rivaroxaban 15mg,Viên nén bao phim,"Hộp 3 vỉ x 10 viên, vỉ: nhôm- nhôm; Hộp 3 vỉ x 10 viên, vỉ: nhôm- PVC/PVDC ; Hộp 1 Chai x 30 viên, chai: HDPE",EP hiện hành,24,890110077726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,53,319,Febuxostat 80 mg,Febuxostat 80mg,Viên nén bao phim,"Hộp 3 vỉ x 10 viên, vỉ nhôm - nhôm; Hộp 3 vỉ x 10 viên, vỉ nhôm - PVC; Hộp 1 Chai x 30 viên, chai HDPE",NSX,24,890110077826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,53,320,Terbirid,Terbinafin Hydroclorid (Terbinafin hydroclorid 1% (kl/kl)) 100mg,Kem bôi ngoài da,Hộp 1 Tuýp x 10 gam,JP hiện hành,36,880100077926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,54,321,Ducressa,"Mỗi lọ 5ml chứa: Dexamethason natri phosphat (tương đương với dexamethason 5mg) 6,6mg, Levofloxacin hemihydrat (tương đương với levofloxacin 25mg) 25,6mg",Dung dịch nhỏ mắt,Hộp 1 Lọ x 5ml,NSX,36,800115078026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,54,322,Siuguandexar on Forte Injection,Dexamethasone Sodium Phosphate 5mg/ml,Dung dịch tiêm,"Hộp, 10 ống tiêm 1ml",NSX,24,471110078126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,54,323,Siuguandexar on Injection,"Mỗi 1ml chứa: Dexamethasone Sodium Phosphate 4,37mg tương đương Dexamethasone Phosphate 4mg",Dung dịch tiêm,"Hộp, 10 ống tiêm 1ml",NSX,24,471110078226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,54,324,Sartanim,Losartan potassium USP 50mg,Viên nén bao phim,"Hộp 1 vỉ, (Alu-PVC) x 10 viên; Hộp 3 vỉ, (Alu-PVC) x 10 viên; Hộp 5 vỉ, (Alu-PVC) x 10 viên",USP 2024,24,890110078326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,55,325,Stomagold 40,Esomeprazole magnesium dihydrate BP tương đương với Esomeprazole 40mg,Viên nén bao tan trong ruột,Hộp 2 vỉ x 10 viên; Hộp 3 vỉ x 10 viên,NSX,24,890110078426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,55,326,Sunirbe H 150/12.5mg Tablets,"Irbesartan 150mg, Hydrochlorothiazid e 12,5mg",Viên nén,Hộp 3 vỉ x 10 viên,NSX,24,840110078526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,55,327,Sunirbe H 300/12.5mg Tablets,"Irbesartan 300mg, Hydrochlorothiazid e 12,5mg",Viên nén,Hộp 3 vỉ x 10 viên,NSX,24,840110078626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,55,328,Zosert 50,"Sertraline (dưới dạng Sertraline Hydrochloride 55,960mg) 50mg",Viên nén bao phim,Hộp 5 vỉ x 10 viên,NSX,36,890110078726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,55,329,Valhart 80 mg,Valsartan 80mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110078826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,55,330,Xolstat 10mg,Rosuvastatin (dưới dạng Rosuvastatin Calcium) 10mg,Viên nén bao phim,Hộp 1 vỉ x 10 viên,NSX,24,890110078926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,55,331,Xolstat 5mg,Rosuvastatin (dưới dạng Rosuvastatin Calcium) 5mg,Viên nén bao phim,Hộp 1 vỉ x 10 viên,NSX,24,890110079026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,55,332,Euricon Tablets 50mg,Benzbromarone 50mg,Viên nén không bao,Hộp 10 vỉ x 10 viên,NSX,24,471110079126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,56,333,Asthator 10 mg Tablet,Montelukast Sodium tương đương Montelukast 10mg,Viên nén không bao,Hộp 3 vỉ x 10 viên; hộp 10 vỉ x 10 viên,NSX,60,890110079226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,56,334,Asthator 4 mg Chewable Tablet,Montelukast Sodium tương đương Montelukast 4mg,Viên nén nhai,Hộp 3 vỉ x 10 viên; hộp 10 vỉ x 10 viên,NSX,60,890110079326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,56,335,Asthator 5 mg Chewable Tablet,Montelukast Sodium e.q to Montelukast 5mg,Viên nén nhai,Hộp 3 vỉ x 10 viên; hộp 10 vỉ x 10 viên,NSX,60,890110079426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,56,336,Clozapine Tablets,Clozapine 100mg,Viên nén,Hộp 10 vỉ x 10 viên,NSX,24,890110079526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,56,337,Nebivolol Hydrochloride Tablets,Nebivolol Hydrochloride tương đương Nebivolol 5mg,Viên nén,Hộp 5 vỉ x 10 viên,NSX,36,890110079626,,
Phụ lục I,Cấp giấy đăng ký lưu hành,56,338,Troysar50,Losartan Potassium 50mg,Viên nén bao phim,Hộp 3 vỉ x 10 viên,NSX,24,890110079726,,
Phụ lục I,Cấp giấy đăng ký lưu hành,56,339,Dapohope 30,"Dapoxetine hydrochloride 33,57mg tương đương Dapoxetine 30mg",Viên nén bao phim,Hộp chứa 2 vỉ x 3 viên,NSX,24,890110079826,,
Phụ lục I,Cấp giấy đăng ký lưu hành,56,340,Consiqare Oral Solution 667mg/ml,"Lactulose 66,7% (w/v)",Dung dịch uống,"Hộp 1 chai x 100ml, kèm cốc đo liều",NSX,36,955100079926,,
Phụ lục I,Cấp giấy đăng ký lưu hành,57,341,Rosuxl 20,Rosuvastatin (dưới dạng Rosuvastatin calci) 20mg,Viên nén bao phim,Hộp 1 vỉ x 10 viên,NSX,24,890110080026,,
Phụ lục I,Cấp giấy đăng ký lưu hành,57,342,Sachlard,Levofloxacin (dưới dạng Levofloxacin hemihydrat) 500mg,Viên nén bao phim,Hộp 1 vỉ x 10 viên,USP 40,36,890115080126,,
Phụ lục I,Cấp giấy đăng ký lưu hành,57,343,Regamol,Paracetamol BP 500mg,Viên nén không bao,"Hộp 10 vỉ x 10 viên, Alu-PVC",BP hiện hành,36,890100080226,,
Phụ lục I,Cấp giấy đăng ký lưu hành,57,344,Olocure Eye Drops,"Mỗi 5ml chứa Olopatadine hydrochloride 5,55mg (tương đương Olopatadine 5mg)",Dung dịch nhỏ mắt,Hộp 1 chai 5ml,USP 44,36,880110080326,,
Phụ lục I,Cấp giấy đăng ký lưu hành,57,345,Viên nén MIPISUL,Levosulpiride 25mg,Viên nén không bao,"Hộp 100 viên, (10 vỉ × 10 viên)",NSX,36,880110080426,,
Phụ lục I,Cấp giấy đăng ký lưu hành,57,346,Nacid capsule 150mg,Nizatidine 150mg,Viên nang cứng,Chai 30 viên,USP 43,36,880110080526,,
Phụ lục I,Cấp giấy đăng ký lưu hành,58,347,Zydusdon 5,Donepezil Hydrochloride 5mg,Viên nén phân tán trong miệng,Hộp 10 vỉ x 10 Viên,USP hiện hành,24,890110080626,,
Phụ lục II,Cấp giấy đăng ký lưu hành,59,1,Skudexa,"Dexketoprofen trometamol 36,90mg (tương đương với dexketoprofen 25mg); Tramadol hydrochloride 75mg",Viên nén bao phim,Hộp 1 vỉ x 15 viên; Hộp 2 vỉ x 10 viên,NSX,48,400111080726,,
Phụ lục II,Cấp giấy đăng ký lưu hành,59,2,Locoa 40 mg Transdermal Patch,Esflurbiprofen 40mg,Miếng dán,Hộp 10 túi x 7 miếng,NSX,18,499110080826,,
Phụ lục II,Cấp giấy đăng ký lưu hành,59,3,Balkis 125mg,Aprepitant 125mg,Viên nang cứng,Hộp 1 vỉ x 1 viên. Hộp 5 vỉ x 1 viên,NSX,48,520110080926,,
Phụ lục II,Cấp giấy đăng ký lưu hành,59,4,Balkis 80mg,Aprepitant 80mg,Viên nang cứng,Hộp 1 vỉ x 1 viên. Hộp 5 vỉ x 1 viên,NSX,48,520110081026,,
Phụ lục II,Cấp giấy đăng ký lưu hành,59,5,Lokelma,Sodium zirconium cyclosilicate 10 gam,Bột pha hỗn dịch uống,Hộp 30 gói,NSX,36,001110081126,,
Phụ lục II,Cấp giấy đăng ký lưu hành,60,6,Lokelma,Sodium zirconium cyclosilicate 5 gam,Bột pha hỗn dịch uống,Hộp 30 gói,NSX,36,001110081226,,
